,Property_ID,Prop_Type,Tax_Key,Address,District_Num,Nbhd_Num,Style,Unit_Count,Fbath_Count,Hbath_Count,Lot_Size,Sale_Date,Sale_Price,Ext_Wall,Story_Count,Year_Built,Room_Count,Finished_Sqft,Bdrm_Count,Condo_Project
6858,254084,Residential,5940265000,4544 S QUINCY AV,13,4720,Cape Cod,1,1,0,5480,2022-12-21,100100.0,Aluminum/Vinyl,1.5,1938.0,4.0,847.0,2.0,
6859,254094,Residential,5940275000,4576 S QUINCY AV,13,4720,Ranch,1,2,0,5750,2022-06-29,195000.0,Aluminum/Vinyl,1.0,1948.0,5.0,1028.0,2.0,
6860,254114,Residential,5940297000,4474 S ADAMS AV,13,4720,Colonial,1,1,0,6000,2022-03-04,220000.0,Stucco,2.0,1939.0,12.0,1394.0,6.0,
6861,254132,Residential,5940315000,4414 S ADAMS AV,13,4720,Cape Cod,1,1,1,7950,2022-05-05,275000.0,Aluminum/Vinyl,1.5,1940.0,6.0,1409.0,3.0,
6863,254145,Residential,5940328000,4364 S ADAMS AV,13,4720,Cape Cod,1,1,0,6600,2022-07-18,225000.0,Stone,1.5,1946.0,5.0,1280.0,3.0,
6864,254153,Residential,5940336000,4337 S QUINCY AV,13,4720,Cape Cod,1,1,0,6000,2022-07-26,250000.0,Brick,1.5,1950.0,5.0,1148.0,3.0,
6865,254154,Residential,5940337000,4331 S QUINCY AV,13,4720,Colonial,1,1,1,6000,2022-08-26,300000.0,Aluminum/Vinyl,2.0,1979.0,6.0,1614.0,3.0,
6866,254155,Residential,5940338000,4330 S ADAMS AV,13,4720,Milwaukee Bungalow,1,1,0,6000,2022-12-08,205000.0,Aluminum/Vinyl,1.5,1930.0,5.0,894.0,2.0,
6867,254160,Residential,5940344000,513 E BOLIVAR AV,13,4720,Cape Cod,1,1,2,5040,2022-12-22,295000.0,Brick,1.5,1946.0,7.0,1453.0,4.0,
6868,254174,Residential,5940358000,4502 S GRIFFIN AV,13,4720,Res O/S A & 1/2,1,2,0,8910,2022-08-01,210000.0,Aluminum/Vinyl,1.5,1930.0,7.0,1474.0,5.0,
6870,254210,Residential,5940392200,4376 S GRIFFIN AV,13,4720,Res O/S 1 Story,1,1,0,5400,2022-04-05,140000.0,Aluminum/Vinyl,1.0,1923.0,4.0,736.0,2.0,
6871,254255,Residential,5940438000,417 E BOLIVAR AV,13,4720,Cape Cod,1,2,0,6000,2022-07-26,279000.0,Brick,1.5,1953.0,6.0,1518.0,4.0,
6872,254276,Residential,5940459000,4314 S BURRELL ST,13,4720,Cape Cod,1,1,0,6075,2022-07-29,242500.0,Brick,1.5,1945.0,5.0,922.0,3.0,
6873,254281,Residential,5940464000,219 E BOLIVAR AV,13,4720,Cape Cod,1,1,0,4455,2022-06-07,279900.0,Brick,1.5,1949.0,5.0,1048.0,3.0,
6874,254320,Residential,5940505000,4403 S AUSTIN ST,13,4720,Ranch,1,1,2,8370,2022-07-27,224500.0,Aluminum/Vinyl,1.0,1949.0,6.0,1281.0,3.0,
6875,254346,Residential,5940532000,4441 S AUSTIN ST,13,4720,Cape Cod,1,2,0,6075,2022-09-19,235000.0,Brick,1.0,1950.0,7.0,1629.0,4.0,
6876,254367,Residential,5940614000,4501 S JASPER AV,13,4720,Duplex N/S,2,2,0,5000,2022-07-07,366000.0,Stone,2.0,1947.0,8.0,1740.0,4.0,
6877,254373,Residential,5940620000,4532 S AUSTIN ST,13,4720,Res O/S 2sty +,1,1,0,5625,2022-12-13,189900.0,Masonry/Frame,2.0,1933.0,6.0,1353.0,2.0,
6878,254394,Residential,5940641000,4513 S BURRELL ST,13,4720,Cape Cod,1,1,0,4800,2022-09-16,235000.0,Brick,1.0,1940.0,6.0,1237.0,3.0,
6879,254399,Residential,5940646000,4524 S HOWELL AV,13,4720,Colonial,1,2,0,5500,2022-01-04,255000.0,Aluminum/Vinyl,2.0,1938.0,12.0,1618.0,8.0,
6880,254400,Residential,5940647000,4518 S HOWELL AV,13,4720,Colonial,1,1,0,4000,2022-05-04,170000.0,Aluminum/Vinyl,2.0,1941.0,10.0,1278.0,4.0,
6881,254423,Residential,5940901000,4442 S BURRELL ST,13,4720,Cape Cod,1,1,0,5670,2022-11-29,205000.0,Aluminum/Vinyl,1.5,1938.0,4.0,875.0,2.0,
6882,254424,Residential,5940902000,4444 S BURRELL ST,13,4720,Cape Cod,1,1,1,5670,2022-04-06,340000.0,Stone,1.5,1941.0,14.0,1590.0,6.0,
6883,254434,Residential,5940912000,4465 S BURRELL ST,13,4720,Cape Cod,1,2,0,5670,2022-02-11,235000.0,Stucco,1.0,1941.0,8.0,1836.0,5.0,
6885,254475,Residential,5949989000,401 E ARMOUR AV,13,4720,Ranch,1,1,1,7500,2022-05-27,245000.0,Brick,1.0,1962.0,6.0,1347.0,3.0,
6887,254518,Residential,5950202000,306 W BOTTSFORD AV,13,4740,Ranch,1,1,0,7600,2022-05-16,192000.0,Aluminum/Vinyl,1.0,1951.0,4.0,921.0,2.0,
6889,254601,Residential,5950532000,4501 S 5TH ST,13,4740,Cape Cod,1,2,0,6150,2022-06-06,330000.0,Brick,1.0,1956.0,10.0,1543.0,6.0,
6890,254606,Residential,5950537000,511 W ARMOUR AV,13,4740,Ranch,1,1,0,5406,2022-09-19,225000.0,Aluminum/Vinyl,1.0,1957.0,5.0,1003.0,3.0,
6891,254647,Residential,5950618000,212 W VAN NORMAN AV,13,4740,Ranch,1,1,0,7290,2022-07-22,245000.0,Brick,1.0,1953.0,5.0,1186.0,3.0,
6892,254667,Residential,5950638000,427 W ALLERTON AV,13,4740,Cape Cod,1,2,0,7290,2022-06-24,229500.0,Brick,1.5,1955.0,6.0,1111.0,4.0,
6893,254689,Residential,5950660000,425 W VAN NORMAN AV,13,4740,Cape Cod,1,1,0,7290,2022-12-06,235000.0,Brick,1.5,1954.0,5.0,1130.0,3.0,
6894,254696,Residential,5950667000,165 W VAN NORMAN AV,13,4740,Ranch,1,1,0,7500,2022-04-07,200000.0,Brick,1.0,1953.0,5.0,1096.0,3.0,
6895,254705,Residential,5950676000,227 W VAN NORMAN AV,13,4740,Cape Cod,1,1,1,7290,2022-06-27,260000.0,Brick,1.5,1952.0,10.0,988.0,7.0,
6896,254708,Residential,5950702000,310 W ARMOUR AV,13,4740,Ranch,1,1,0,7290,2022-05-13,200000.0,Aluminum/Vinyl,1.0,1954.0,5.0,864.0,3.0,
6897,254725,Residential,5950719000,409 W ARMOUR AV,13,4740,Ranch,1,1,0,6050,2022-11-09,159000.0,Aluminum/Vinyl,1.0,1954.0,4.0,768.0,2.0,
6898,254739,Residential,5950733000,183 W ARMOUR AV,13,4740,Ranch,1,1,0,8400,2022-08-15,169900.0,Aluminum/Vinyl,1.0,1954.0,5.0,864.0,3.0,
6899,254762,Residential,5950756000,232 W ARMOUR AV,13,4740,Ranch,1,1,0,7290,2022-06-17,170000.0,Aluminum/Vinyl,1.0,1954.0,5.0,864.0,3.0,
6902,254874,Residential,5959938100,300 W MARTIN LA,13,4740,Cape Cod,1,1,1,3500,2022-07-14,140000.0,Aluminum/Vinyl,1.0,1953.0,6.0,998.0,4.0,
6903,254917,Residential,5959979000,167 W BOLIVAR AV,13,4740,Cape Cod,1,1,0,7900,2022-10-19,221500.0,Aluminum/Vinyl,1.5,1948.0,5.0,1201.0,3.0,
6904,255001,Residential,5970008111,1403 W BOLIVAR AV,13,4660,Bi-Level,1,2,0,3720,2022-04-19,201500.0,Masonry/Frame,1.0,1979.0,4.0,1129.0,2.0,
6905,255022,Residential,5970028000,1546 W WHITAKER AV,13,4660,Ranch,1,2,0,7080,2022-06-15,180000.0,Brick,1.0,1956.0,5.0,1208.0,3.0,
6906,255034,Residential,5970126111,4401 S 15TH ST,13,4800,Ranch,1,1,0,6048,2022-07-08,275000.0,Brick,1.0,1956.0,5.0,1150.0,3.0,
6907,255064,Residential,5970171000,4421 S 13TH ST,13,4800,Duplex N/S,2,2,0,6750,2022-06-14,265000.0,Brick,1.5,1962.0,9.0,1870.0,5.0,
6909,255076,Residential,5970183000,4362-4364 S 14TH ST,13,4800,Duplex N/S,2,2,0,6700,2022-08-08,255000.0,Aluminum/Vinyl,2.0,1956.0,10.0,1936.0,6.0,
6910,255117,Residential,5970430000,1727 W WHITAKER AV,13,4660,Ranch,1,1,1,9300,2022-12-13,260000.0,Brick,1.0,1963.0,5.0,1225.0,3.0,
6911,255122,Residential,5970435000,1710 W BOTTSFORD AV,13,4660,Ranch,1,1,1,7200,2022-06-27,270000.0,Brick,1.0,1964.0,5.0,1425.0,3.0,
6912,255146,Residential,5970518000,1608 W WHITAKER AV,13,4660,Ranch,1,1,1,8280,2022-08-11,225600.0,Brick,1.0,1958.0,5.0,1243.0,3.0,
6915,255321,Residential,5980103000,4357 S 20TH ST,13,4660,Duplex N/S,2,2,0,5500,2022-02-02,240000.0,Aluminum/Vinyl,2.0,1957.0,9.0,1890.0,4.0,
6916,255365,Residential,5980149110,4452 S TENNESSEE AV,13,4660,Cape Cod,1,2,0,7560,2022-08-08,250000.0,Aluminum/Vinyl,1.0,1958.0,7.0,1464.0,5.0,
6917,255371,Residential,5980155000,4443 S 21ST ST,13,4660,Ranch,1,1,0,7800,2022-03-21,200000.0,Aluminum/Vinyl,1.0,1959.0,5.0,963.0,3.0,
6918,255425,Residential,5980211000,4355 S LOUISIANA AV,13,4660,Ranch,1,1,1,7200,2022-02-02,240000.0,Aluminum/Vinyl,1.0,1958.0,10.0,1198.0,6.0,
6919,255440,Residential,5980227100,2157 W VAN NORMAN AV,13,4660,Ranch,1,1,1,9120,2022-11-11,190000.0,Aluminum/Vinyl,1.0,1960.0,5.0,950.0,3.0,
6920,255449,Residential,5980309000,2116 W WHITAKER AV,13,4660,Ranch,1,1,0,7488,2022-07-11,187500.0,Aluminum/Vinyl,1.0,1959.0,5.0,956.0,3.0,
6921,255534,Residential,6230110000,2409 W CARPENTER AV,13,4660,Ranch,1,1,0,6812,2022-12-20,215000.0,Brick,1.0,1961.0,5.0,1036.0,3.0,
6922,255544,Residential,6230120000,2314 W HALSEY AV,13,4660,Ranch,1,1,0,6864,2022-08-11,220000.0,Brick,1.0,1961.0,5.0,1036.0,3.0,
6923,255584,Residential,6230218000,2020 W EDGERTON AV,13,4660,Ranch,1,1,1,7320,2022-11-30,227000.0,Aluminum/Vinyl,1.0,1970.0,5.0,1177.0,3.0,
6924,255604,Residential,6230402000,2221 W CARPENTER AV,13,4660,Ranch,1,2,1,6550,2022-07-12,275000.0,Brick,1.0,1963.0,5.0,1173.0,3.0,
6925,255633,Residential,6230507000,2321 W HALSEY AV,13,4660,Ranch,1,1,1,6084,2022-07-16,272000.0,Aluminum/Vinyl,1.0,1963.0,5.0,1131.0,3.0,
6926,255672,Residential,6230718000,2501 W VOGEL AV,13,4660,Ranch,1,1,1,7500,2022-01-21,295000.0,Brick,1.0,1967.0,12.0,1414.0,6.0,
6929,255810,Residential,6239675000,4842 S 21ST ST,13,4660,Ranch,1,1,1,6450,2022-11-04,243000.0,Brick,1.0,1963.0,5.0,1115.0,3.0,
6930,255817,Residential,6239682000,4869 S 20TH ST,13,4660,Ranch,1,1,1,7000,2022-05-10,242000.0,Brick,1.0,1965.0,5.0,1115.0,3.0,
6931,255824,Residential,6239689000,4823 S 20TH ST,13,4660,Ranch,1,1,1,6900,2022-10-28,220000.0,Brick,1.0,1964.0,5.0,1161.0,3.0,
6932,255838,Residential,6239703000,4868 S 22ND ST,13,4660,Colonial,1,1,1,6450,2022-03-11,245000.0,Masonry/Frame,2.0,1964.0,16.0,1896.0,8.0,
6933,255840,Residential,6239705000,2100 W CARPENTER AV,13,4660,Colonial,1,1,1,6450,2022-05-24,340000.0,Aluminum/Vinyl,2.0,1964.0,7.0,1996.0,3.0,
6934,255843,Residential,6239708000,4857 S 21ST ST,13,4660,Colonial,1,1,1,6450,2022-09-21,200000.0,Aluminum/Vinyl,2.0,1964.0,5.0,1252.0,3.0,
6935,255844,Residential,6239709000,4849 S 21ST ST,13,4660,Colonial,1,1,1,6450,2022-05-19,225000.0,Wood,2.0,1963.0,6.0,1175.0,3.0,
6936,255855,Residential,6239720200,4832 S 22ND PL,13,4660,Ranch,1,1,1,6450,2022-09-30,234000.0,Brick,1.0,1965.0,5.0,1112.0,3.0,
6937,255857,Residential,6239722000,4840 S 22ND PL,13,4660,Colonial,1,1,1,6450,2022-11-28,262500.0,Aluminum/Vinyl,2.0,1940.0,7.0,1468.0,3.0,
6938,255883,Residential,6239749000,4868 S 23RD ST,13,4660,Ranch,1,1,0,6450,2022-09-27,185000.0,Aluminum/Vinyl,1.0,1959.0,10.0,931.0,6.0,
6939,255905,Residential,6239772000,4862 S 24TH ST,13,4660,Ranch,1,2,0,6450,2022-09-19,239900.0,Aluminum/Vinyl,1.0,1959.0,5.0,894.0,3.0,
6940,256042,Residential,6239908000,2317 W LAYTON AV,13,4660,Duplex N/S,2,2,0,7150,2022-04-08,310000.0,Brick,1.0,1960.0,8.0,1999.0,4.0,
6941,256069,Residential,6239935000,4753 S 22ND ST,13,4660,Ranch,1,1,1,6450,2022-06-17,255000.0,Brick,1.0,1959.0,5.0,1160.0,3.0,
6942,256095,Residential,6239962000,4772 S 22ND ST,13,4660,Cape Cod,1,1,0,6450,2022-09-22,249900.0,Brick,1.0,1959.0,4.0,1227.0,3.0,
6943,256106,Residential,6239973100,2117-2119 W LAYTON AV,13,4660,Duplex N/S,2,2,0,4840,2022-03-16,215000.0,Brick,1.5,1961.0,8.0,1572.0,3.0,
6944,256153,Residential,6240028000,1420 W FOSTER AV,13,4800,Ranch,1,1,0,8555,2022-03-26,290000.0,Brick,1.0,1958.0,5.0,1208.0,3.0,
6945,256192,Residential,6240134000,1520 W FOSTER AV,13,4800,Ranch,1,1,1,6000,2022-05-11,245200.0,Aluminum/Vinyl,1.0,1960.0,5.0,1085.0,3.0,
6946,256212,Residential,6240219000,4954 S 15TH ST,13,4800,Ranch,1,1,1,5900,2022-12-16,220000.0,Aluminum/Vinyl,1.0,1958.0,5.0,905.0,3.0,
6947,256222,Residential,6240229000,4968 S 15TH PL,13,4800,Ranch,1,2,0,5900,2022-10-28,235000.0,Aluminum/Vinyl,1.0,1957.0,5.0,905.0,3.0,
6948,256225,Residential,6240232000,4948 S 15TH PL,13,4800,Ranch,1,1,0,5900,2022-01-06,180000.0,Aluminum/Vinyl,1.0,1958.0,10.0,905.0,6.0,
6950,256298,Residential,6240608000,1514 W EDGERTON AV,13,4800,Townhouse,2,2,2,6000,2022-10-20,300100.0,Aluminum/Vinyl,2.0,1964.0,10.0,2430.0,6.0,
6951,256312,Residential,6240801000,5018 S 18TH ST,13,4780,Colonial,1,1,1,9720,2022-12-15,280000.0,Masonry/Frame,2.0,1965.0,7.0,1583.0,4.0,
6952,256319,Residential,6240808000,5027 S 18TH ST,13,4780,Ranch,1,1,1,8370,2022-01-24,237500.0,Aluminum/Vinyl,1.0,1966.0,12.0,1328.0,6.0,
6953,256343,Residential,6240832000,5057 S 19TH ST,13,4780,Ranch,1,2,1,7200,2022-02-04,290000.0,Brick,1.0,1963.0,12.0,1308.0,6.0,
6954,256376,Residential,6241101000,1540 W FOSTER AV,13,4800,Ranch,1,1,1,7200,2022-04-22,245000.0,Brick,1.0,1969.0,5.0,1202.0,3.0,
6955,256379,Residential,6241203000,5000 S 19TH ST,13,4780,Colonial,1,1,1,9960,2022-11-14,295000.0,Masonry/Frame,2.0,1971.0,7.0,1927.0,4.0,
6956,256386,Residential,6241210000,5010 S 20TH ST,13,4780,Ranch,1,1,1,8160,2022-02-04,270000.0,Aluminum/Vinyl,1.0,1970.0,12.0,1543.0,6.0,
6957,256391,Residential,6241312000,1912 W HALSEY AV,13,4780,Ranch,1,2,1,7800,2022-07-06,279900.0,Aluminum/Vinyl,1.0,1971.0,5.0,1383.0,3.0,
6958,256392,Residential,6241313000,1900 W HALSEY AV,13,4780,Ranch,1,1,1,7800,2022-06-27,300000.0,Brick,1.0,1972.0,6.0,1539.0,3.0,
6968,256797,Residential,6420103000,812 W ABBOTT AV,13,4800,Ranch,1,1,1,7259,2022-07-11,212000.0,Aluminum/Vinyl,1.0,1963.0,5.0,1274.0,3.0,
6970,256983,Residential,6430301000,1913 W EDGERTON AV,13,4780,Bi-Level,1,1,2,7260,2022-11-18,172500.0,Wood,1.0,1969.0,6.0,1828.0,3.0,
6971,256991,Residential,6430309000,5101 S 18TH ST,13,4780,Ranch,1,1,1,7260,2022-07-15,310000.0,Brick,1.0,1966.0,5.0,1244.0,3.0,
6972,257001,Residential,6430413000,1409 W CLAYTON CREST AV,13,4800,Ranch,1,1,1,9045,2022-05-04,285000.0,Aluminum/Vinyl,1.0,1970.0,6.0,1300.0,3.0,
6973,257008,Residential,6430505000,5143 S 19TH ST,13,4780,Ranch,1,2,0,7800,2022-04-04,310000.0,Brick,1.0,1967.0,12.0,1757.0,6.0,
6974,257011,Residential,6430508000,5169 S 19TH ST,13,4780,Ranch,1,1,2,8400,2022-03-28,322000.0,Brick,1.0,1969.0,12.0,1490.0,6.0,
6975,257025,Residential,6430601000,5119 S 18TH ST,13,4780,Ranch,1,1,1,7440,2022-10-27,325000.0,Aluminum/Vinyl,1.0,1968.0,7.0,1527.0,3.0,
6976,257036,Residential,6430612000,1810 W ABBOTT AV,13,4780,Ranch,1,1,1,7200,2022-11-18,205000.0,Aluminum/Vinyl,1.0,1969.0,6.0,1400.0,3.0,
6994,257497,Residential,6432518000,1419 W ABBOTT AV,13,4800,Split Level,1,1,1,7316,2022-08-04,300000.0,Aluminum/Vinyl,1.0,1986.0,6.0,1580.0,3.0,
6995,257552,Residential,6439949120,1434 W MAPLEWOOD CT,13,4800,Colonial,1,2,0,8060,2022-07-07,236100.0,Aluminum/Vinyl,2.0,1965.0,6.0,1536.0,4.0,
6996,257558,Residential,6439951130,5431 S 14TH ST,13,4800,Ranch,1,1,0,7280,2022-08-16,289000.0,Aluminum/Vinyl,1.0,1968.0,6.0,1126.0,3.0,
6999,257640,Residential,6440026000,2205 W CLAYTON CREST AV,13,4780,Ranch,1,1,1,10270,2022-11-23,294900.0,Masonry/Frame,1.0,1962.0,7.0,1486.0,3.0,
7000,257646,Residential,6440032000,2208 W MALLORY AV,13,4780,Ranch,1,1,1,10270,2022-10-21,305000.0,Brick,1.0,1964.0,7.0,1615.0,3.0,
7001,257654,Residential,6440040000,5369 S 22ND PL,13,4780,Ranch,1,1,1,9880,2022-11-30,300000.0,Brick,1.0,1965.0,7.0,1724.0,4.0,
7003,257696,Residential,6440402000,5215 S 22ND PL,13,4780,Ranch,1,1,1,9750,2022-06-23,320000.0,Aluminum/Vinyl,1.0,1966.0,6.0,1344.0,3.0,
7004,257739,Residential,6440607000,5375 S 24TH ST,13,4780,Ranch,1,2,1,7540,2022-02-28,286000.0,Aluminum/Vinyl,1.0,1969.0,12.0,1135.0,6.0,
7005,257747,Residential,6440615000,5406 S 25TH ST,13,4780,Bi-Level,1,2,0,7540,2022-01-20,299900.0,Aluminum/Vinyl,1.0,1975.0,16.0,1842.0,8.0,
7006,257766,Residential,6441203000,5229 S 25TH ST,13,4780,Ranch,1,2,1,9600,2022-07-25,330000.0,Aluminum/Vinyl,1.0,1970.0,6.0,1330.0,3.0,
7007,257782,Residential,6441454000,2501 W CLAYTON CREST AV,13,4780,Split Level,1,2,0,9460,2022-08-19,320000.0,Aluminum/Vinyl,1.0,1954.0,7.0,1642.0,3.0,
7008,257814,Residential,6441604000,5307 S 26TH ST,13,4780,Dplx Bungalow,2,2,0,7392,2022-06-16,312000.0,Stucco,1.5,1931.0,11.0,2436.0,6.0,
7010,257837,Residential,6441657000,2423 W MANCHESTER AV,13,4780,Ranch,1,2,1,9450,2022-05-18,360000.0,Brick,1.0,1981.0,6.0,1797.0,3.0,
7011,257854,Residential,6441678100,2520-2522 W ABBOTT AV,13,4780,Townhouse,2,2,2,8970,2022-09-15,416000.0,Aluminum/Vinyl,2.0,1979.0,10.0,2594.0,6.0,
7019,258020,Residential,6670008000,5829 S HONEY CREEK DR,13,4840,Ranch,1,2,0,7260,2022-02-18,258000.0,Prem Wood,1.0,1959.0,10.0,1085.0,6.0,
7020,258031,Residential,6670019000,5852 S MADELINE AV,13,4840,Ranch,1,2,0,7370,2022-05-17,220000.0,Wood,1.0,1960.0,6.0,1073.0,3.0,
7022,258070,Residential,6670055000,3758 W PARNELL AV,13,4840,Ranch,1,1,2,9834,2022-04-05,315000.0,Brick,1.0,1962.0,6.0,1576.0,3.0,
7023,258072,Residential,6670057000,3839 W BIRCHWOOD AV,13,4840,Ranch,1,1,0,7200,2022-10-25,215000.0,Aluminum/Vinyl,1.0,1959.0,5.0,970.0,3.0,
7024,258078,Residential,6670063000,3735 W BIRCHWOOD AV,13,4840,Ranch,1,2,0,7200,2022-02-11,181663.0,Aluminum/Vinyl,1.0,1959.0,5.0,902.0,3.0,
7025,258088,Residential,6670073000,3700 W PARNELL AV,13,4840,Ranch,1,2,0,7200,2022-03-29,265000.0,Aluminum/Vinyl,1.0,1959.0,5.0,970.0,3.0,
7026,258089,Residential,6670074000,3710 W PARNELL AV,13,4840,Ranch,1,1,1,7200,2022-04-25,263000.0,Aluminum/Vinyl,1.0,1963.0,5.0,1110.0,3.0,
7027,258146,Residential,6670149000,5700 S MADELINE AV,13,4840,Ranch,1,1,0,6600,2022-04-26,250000.0,Aluminum/Vinyl,1.0,1960.0,5.0,950.0,3.0,
7029,258228,Residential,6670311000,5735 S 39TH ST,13,4840,Ranch,1,1,0,8400,2022-03-25,231000.0,Brick,1.0,1960.0,5.0,1031.0,3.0,
7030,258246,Residential,6670712000,5515 S HONEY CREEK DR,13,4840,Ranch,1,1,1,6048,2022-12-02,237000.0,Aluminum/Vinyl,1.0,1971.0,6.0,1144.0,4.0,
7031,258265,Residential,6680010000,5565 S 34TH ST,13,4840,Ranch,1,1,1,8140,2022-11-07,247600.0,Wood,1.0,1958.0,6.0,1393.0,3.0,
7032,258267,Residential,6680012000,5607 S 34TH ST,13,4840,Ranch,1,1,1,8140,2022-06-15,275000.0,Aluminum/Vinyl,1.0,1959.0,5.0,1133.0,3.0,
7033,258268,Residential,6680013000,5617 S 34TH ST,13,4840,Ranch,1,1,1,9102,2022-10-21,170000.0,Brick,1.0,1959.0,7.0,1291.0,3.0,
7034,258277,Residential,6680022000,3500 W PARNELL AV,13,4840,Ranch,1,1,1,9563,2022-01-28,215000.0,Brick,1.0,1959.0,10.0,1125.0,6.0,
7035,258309,Residential,6680054000,5574 S 34TH ST,13,4840,Ranch,1,1,1,8140,2022-03-04,280900.0,Brick,1.0,1958.0,12.0,1639.0,6.0,
7037,258332,Residential,6680079000,3201 W PARNELL AV,13,4840,Ranch,1,1,0,8580,2022-08-18,246000.0,Aluminum/Vinyl,1.0,1958.0,5.0,1056.0,3.0,
7038,258337,Residential,6680084000,3200 W BIRCHWOOD AV,13,4840,Ranch,1,1,1,8470,2022-01-01,220000.0,Wood,1.0,1958.0,10.0,1040.0,6.0,
7039,258347,Residential,6680094000,3318 W BIRCHWOOD AV,13,4840,Ranch,1,2,0,8030,2022-03-08,280000.0,Aluminum/Vinyl,1.0,1959.0,10.0,1437.0,4.0,
7040,258347,Residential,6680094000,3318 W BIRCHWOOD AV,13,4840,Ranch,1,2,0,8030,2022-05-06,289900.0,Aluminum/Vinyl,1.0,1959.0,10.0,1437.0,4.0,
7041,258355,Residential,6680102000,3319 W BIRCHWOOD AV,13,4840,Ranch,1,1,1,7521,2022-06-22,260000.0,Aluminum/Vinyl,1.0,1959.0,5.0,1051.0,3.0,
7042,258382,Residential,6680129100,5765 S MELINDA ST,13,4840,Ranch,1,2,0,8040,2022-03-14,237000.0,Wood,1.0,1958.0,7.0,1424.0,3.0,
7043,258420,Residential,6680167000,3300 W IONA TRCE,13,4840,Ranch,1,2,0,7590,2022-05-17,227000.0,Aluminum/Vinyl,1.0,1959.0,5.0,899.0,3.0,
7044,258431,Residential,6680178000,3309 W GREEN AV,13,4840,Ranch,1,2,0,8976,2022-12-02,281000.0,Aluminum/Vinyl,1.0,1959.0,7.0,1379.0,3.0,
7051,258651,Residential,6690158112,5939 S 23RD ST,13,4860,Ranch,1,2,1,6000,2022-02-04,270000.0,Aluminum/Vinyl,1.0,1963.0,12.0,1329.0,6.0,
7052,258663,Residential,6690165200,5950 S 26TH ST,13,4860,Ranch,1,1,1,9500,2022-11-29,305000.0,Aluminum/Vinyl,1.0,1961.0,6.0,1342.0,3.0,
7053,258670,Residential,6690202000,5509 S 26TH ST,13,4780,Cape Cod,1,2,1,6000,2022-03-18,225000.0,Brick,1.0,1965.0,10.0,1225.0,6.0,
7054,258724,Residential,6690311000,5620 S 23RD ST,13,4780,Ranch,1,1,1,9920,2022-07-15,330000.0,Brick,1.0,1967.0,6.0,1506.0,3.0,
7055,258738,Residential,6690325000,5601 S 22ND ST,13,4780,Ranch,1,1,1,9781,2022-10-11,330000.0,Brick,1.0,1969.0,6.0,1822.0,3.0,
7056,258761,Residential,6690405000,5630 S 24TH ST,13,4780,Ranch,1,1,1,6840,2022-04-20,310000.0,Brick,1.0,1968.0,5.0,1339.0,3.0,
7057,258764,Residential,6690408000,5652 S 24TH ST,13,4780,Ranch,1,1,1,6840,2022-06-10,295000.0,Brick,1.0,1969.0,5.0,1266.0,3.0,
7058,258768,Residential,6690412000,2327 W PARNELL AV,13,4780,Ranch,1,2,1,8060,2022-02-25,301500.0,Brick,1.0,1974.0,14.0,1603.0,6.0,
7059,258770,Residential,6690414000,5718 S 24TH ST,13,4780,Ranch,1,1,1,7104,2022-06-22,275000.0,Brick,1.0,1974.0,6.0,1506.0,3.0,
7060,258813,Residential,6690629000,5554 S 25TH ST,13,4780,Ranch,1,1,1,7200,2022-03-21,315000.0,Brick,1.0,1973.0,12.0,1528.0,6.0,
7070,259049,Residential,6700016000,1553 W DENIS AV,13,4800,Ranch,1,1,1,7440,2022-02-28,210000.0,Brick,1.0,1961.0,10.0,1148.0,6.0,
7071,259050,Residential,6700017000,1551 W DENIS AV,13,4800,Ranch,1,1,0,7200,2022-03-14,229000.0,Aluminum/Vinyl,1.0,1961.0,10.0,1059.0,6.0,
7072,259060,Residential,6700027000,1411 W DENIS AV,13,4800,Ranch,1,1,1,7200,2022-05-02,250537.0,Brick,1.0,1961.0,5.0,1197.0,3.0,
7073,259096,Residential,6700206000,1435 W GOLDCREST AV,13,4800,Ranch,1,1,1,7200,2022-07-14,250000.0,Aluminum/Vinyl,1.0,1968.0,6.0,1176.0,3.0,
7074,259109,Residential,6700219000,1526 W IONA TRCE,13,4800,Ranch,1,1,1,7200,2022-09-27,240000.0,Brick,1.0,1965.0,5.0,1115.0,3.0,
7075,259118,Residential,6700228000,1419 W IONA TRCE,13,4800,Ranch,1,1,1,8400,2022-07-06,250000.0,Aluminum/Vinyl,1.0,1964.0,7.0,1525.0,3.0,
7076,259163,Residential,6700611000,1541 W WANDA AV,13,4800,Ranch,1,1,0,9840,2022-06-06,250000.0,Aluminum/Vinyl,1.0,1961.0,5.0,1062.0,3.0,
7077,259164,Residential,6700612000,1535 W WANDA AV,13,4800,Ranch,1,1,1,9840,2022-05-31,230000.0,Aluminum/Vinyl,1.0,1961.0,10.0,1062.0,6.0,
7078,259172,Residential,6700620000,1409 W WANDA AV,13,4800,Ranch,1,1,0,9840,2022-06-10,265000.0,Aluminum/Vinyl,1.0,1961.0,5.0,1059.0,3.0,
7079,259200,Residential,6700726000,1434 W PARNELL AV,13,4800,Split Level,1,2,0,7800,2022-06-21,318000.0,Aluminum/Vinyl,1.0,1983.0,12.0,1654.0,6.0,
7080,259211,Residential,6700901000,5826 S 14TH ST,13,4800,Colonial,1,1,1,7080,2022-07-12,240000.0,Aluminum/Vinyl,2.0,1975.0,5.0,1344.0,3.0,
